borrower_id,age,gender,state,business_sector,years_in_business,monthly_income_ngn,pos_txn_count_monthly,pos_txn_volume_ngn_monthly,loan_amount_ngn,loan_tenor_months,interest_rate_monthly_pct,existing_loans_count,collateral_provided,has_bank_account,urban_rural,loan_channel,trade_association_member,mobile_money_active,sim_tenure_months,repayment_history_score,defaulted
BRW100178,61,Male,Enugu,Services (Salon/Barbing etc.),2.7,54300,35,191000,106000,1,5.43,0,1,1,Urban,Mobile App,1,1,32,47.0,1
BRW100179,42,Female,Enugu,Fashion & Tailoring,9.8,29100,140,267500,57000,12,6.7,0,1,1,Urban,Mobile App,1,1,43,25.3,0
BRW100180,63,Female,Lagos,Fashion & Tailoring,3.3,32400,61,97500,61000,12,4.78,0,1,1,Rural,POS Agent,0,0,28,65.5,0
BRW100181,25,Female,Delta,Agriculture,5.2,54000,71,114100,133000,6,3.89,1,0,0,Rural,POS Agent,1,0,22,70.0,0
BRW100182,41,Male,Kano,Fashion & Tailoring,3.8,58400,50,169600,116000,6,7.02,1,1,0,Urban,Bank Branch,0,1,85,86.6,0
BRW100183,51,Male,Edo,Agriculture,2.3,36700,40,145100,89000,9,9.27,0,1,1,Urban,POS Agent,0,1,32,39.9,1
BRW100184,41,Male,Rivers,Services (Salon/Barbing etc.),0.5,43900,14,34000,97000,12,9.08,0,0,1,Rural,Cooperative (Esusu/Ajo),1,1,53,72.1,0
BRW100185,39,Male,Kano,Electronics/Phone Accessories,5.7,67500,68,347200,137000,1,6.76,1,0,1,Urban,Cooperative (Esusu/Ajo),1,0,29,85.4,1
BRW100186,25,Female,Kano,Trading/Retail,5.6,88300,72,248000,153000,1,10.72,2,1,0,Rural,Bank Branch,1,1,28,63.9,1
BRW100187,36,Male,Anambra,Agriculture,9.6,48800,128,608000,38000,2,7.97,0,0,1,Urban,Bank Branch,1,0,125,52.6,0
BRW100188,29,Male,Oyo,Artisan/Repairs,2.4,68600,38,32000,82000,6,6.23,0,0,1,Urban,POS Agent,0,1,64,79.3,0
BRW100189,32,Male,Anambra,Electronics/Phone Accessories,12.1,48900,174,466500,103000,1,8.67,2,0,1,Urban,Bank Branch,0,1,82,74.1,1
BRW100190,50,Female,Plateau,Fashion & Tailoring,5.4,58200,86,410700,109000,1,7.2,0,1,1,Urban,POS Agent,0,1,62,78.7,0
BRW100191,48,Male,Kwara,Services (Salon/Barbing etc.),7.2,34300,107,274500,14000,2,11.7,1,0,1,Rural,Bank Branch,0,1,78,85.8,0
BRW100192,47,Male,Abuja (FCT),Trading/Retail,1.1,60800,16,13800,149000,9,6.39,1,0,1,Rural,Cooperative (Esusu/Ajo),0,0,19,40.3,1
BRW100193,35,Male,Anambra,Artisan/Repairs,3.5,104000,57,117400,109000,3,5.06,1,1,1,Rural,Mobile App,1,0,115,100.0,0
BRW100194,64,Male,Kano,Electronics/Phone Accessories,8.6,60000,129,505700,131000,1,7.49,0,0,0,Urban,Cooperative (Esusu/Ajo),1,1,163,64.6,0
BRW100195,22,Female,Ogun,Food & Provisions,1.1,61700,20,70100,138000,2,10.3,0,0,0,Rural,Mobile App,0,1,56,52.4,0
BRW100196,34,Male,Lagos,Transport/Logistics,0.1,30000,4,4100,15000,6,7.51,2,0,1,Urban,Cooperative (Esusu/Ajo),0,0,70,52.2,0
BRW100197,23,Female,Kano,Fashion & Tailoring,2.2,59100,34,164700,143000,2,10.98,1,1,1,Urban,Mobile App,0,0,116,85.1,0
BRW100198,34,Female,Kaduna,Services (Salon/Barbing etc.),9.9,15800,129,150800,16000,9,8.13,1,1,1,Urban,POS Agent,0,0,37,74.6,0
BRW100199,64,Female,Edo,Services (Salon/Barbing etc.),7.7,70200,105,91000,112000,12,9.67,0,0,1,Urban,POS Agent,1,0,52,94.0,0
BRW100200,35,Female,Kwara,Services (Salon/Barbing etc.),3.2,108100,40,213200,233000,3,8.15,1,1,1,Urban,POS Agent,0,1,42,72.6,0
BRW100201,61,Female,Delta,Services (Salon/Barbing etc.),1.9,36600,24,136600,78000,3,7.37,1,1,0,Urban,Mobile App,0,1,23,88.5,0
BRW100202,41,Male,Oyo,Trading/Retail,4.8,43000,82,458000,89000,1,9.56,2,1,1,Urban,Bank Branch,1,1,39,78.2,1
BRW100203,51,Male,Abuja (FCT),Transport/Logistics,7.7,82900,126,223000,123000,3,3.71,1,1,1,Urban,Mobile App,0,1,26,75.1,0
BRW100204,39,Female,Osun,Transport/Logistics,5.4,31200,77,409000,71000,2,9.8,1,0,0,Urban,POS Agent,0,0,10,98.3,0
BRW100205,30,Female,Edo,Trading/Retail,8.5,63400,107,125000,39000,1,10.82,1,1,0,Urban,POS Agent,1,1,33,81.8,0
BRW100206,54,Male,Abuja (FCT),Services (Salon/Barbing etc.),8.5,32400,114,122900,30000,1,10.37,0,0,0,Rural,POS Agent,0,1,40,72.0,0
BRW100207,64,Male,Plateau,Agriculture,4.5,67200,76,422200,159000,3,9.28,1,0,1,Rural,POS Agent,1,0,47,100.0,0
BRW100208,30,Male,Abuja (FCT),Food & Provisions,5.6,42900,74,326000,94000,1,9.1,1,1,1,Rural,Cooperative (Esusu/Ajo),0,1,26,93.0,1
BRW100209,55,Male,Plateau,Trading/Retail,3.8,15000,54,151300,12000,3,6.63,0,0,0,Urban,Mobile App,1,1,86,65.3,0
BRW100210,30,Male,Kaduna,Services (Salon/Barbing etc.),0.6,27500,11,46800,26000,3,11.89,1,0,1,Urban,Bank Branch,0,0,30,34.1,0
BRW100211,52,Male,Kaduna,Agriculture,3.9,46600,54,253200,25000,6,9.03,1,0,1,Rural,POS Agent,0,0,52,59.7,0
BRW100212,55,Male,Rivers,Transport/Logistics,1.1,136900,19,100100,143000,3,9.7,3,0,1,Urban,Bank Branch,1,0,62,60.9,0
BRW100213,39,Female,Rivers,Transport/Logistics,1.0,42900,15,46900,90000,6,7.9,0,1,0,Urban,POS Agent,0,0,21,94.9,0
BRW100214,53,Female,Enugu,Trading/Retail,6.6,33100,101,491800,70000,3,6.44,0,1,1,Urban,POS Agent,0,1,71,71.7,0
BRW100215,31,Female,Plateau,Services (Salon/Barbing etc.),2.1,58200,21,93900,100000,9,5.49,2,0,1,Urban,POS Agent,0,1,38,75.8,0
BRW100216,21,Female,Oyo,Trading/Retail,2.8,15000,49,92700,17000,12,9.29,2,1,0,Rural,POS Agent,0,0,73,61.1,0
BRW100217,22,Male,Edo,Artisan/Repairs,1.4,98800,14,80300,149000,3,10.47,0,0,1,Urban,Cooperative (Esusu/Ajo),1,1,9,55.1,0
BRW100218,39,Male,Kano,Agriculture,1.6,68800,29,69600,135000,2,10.25,0,1,1,Rural,Mobile App,0,1,20,100.0,0
BRW100219,61,Female,Osun,Transport/Logistics,3.1,37100,50,211700,59000,12,10.88,1,0,1,Rural,POS Agent,0,1,31,54.1,0
BRW100220,24,Female,Enugu,Agriculture,4.1,73000,81,269500,104000,2,5.53,1,1,1,Rural,POS Agent,0,0,45,62.9,0
BRW100221,39,Female,Anambra,Artisan/Repairs,3.0,57900,52,175500,32000,3,9.12,0,0,1,Urban,Cooperative (Esusu/Ajo),0,1,46,79.7,0
BRW100222,51,Female,Ogun,Transport/Logistics,4.7,45600,73,420200,31000,6,4.94,1,0,1,Urban,Cooperative (Esusu/Ajo),1,1,61,78.9,0
BRW100223,27,Female,Osun,Artisan/Repairs,5.9,66200,89,176200,97000,12,6.95,0,1,1,Rural,POS Agent,0,0,110,86.8,0
BRW100224,52,Female,Ogun,Electronics/Phone Accessories,0.7,46700,13,49900,77000,6,9.87,0,0,1,Rural,POS Agent,0,0,26,71.3,1
BRW100225,32,Female,Kano,Food & Provisions,4.9,53800,77,408700,81000,3,5.66,2,1,1,Rural,POS Agent,1,0,21,62.2,1
BRW100226,56,Female,Enugu,Services (Salon/Barbing etc.),3.9,66500,50,106800,84000,6,8.38,1,1,1,Urban,Mobile App,0,0,29,76.8,0
BRW100227,45,Male,Delta,Services (Salon/Barbing etc.),3.9,39800,53,196200,33000,6,7.56,0,0,1,Rural,Cooperative (Esusu/Ajo),1,1,17,28.7,0
BRW100228,44,Male,Abuja (FCT),Fashion & Tailoring,1.2,45700,18,82800,87000,6,9.37,0,0,1,Urban,POS Agent,1,1,81,61.1,0
BRW100229,26,Male,Anambra,Fashion & Tailoring,2.4,25800,43,190000,24000,6,8.1,0,0,1,Rural,POS Agent,0,0,78,72.2,0
BRW100230,40,Female,Oyo,Artisan/Repairs,5.2,24200,72,277500,52000,9,6.42,0,0,1,Rural,POS Agent,1,1,81,56.0,0
BRW100231,59,Female,Lagos,Electronics/Phone Accessories,1.0,19200,17,41800,18000,3,8.98,1,0,0,Rural,POS Agent,1,0,4,65.2,0
BRW100232,18,Male,Osun,Trading/Retail,13.6,59900,225,982500,107000,6,5.52,0,1,1,Rural,POS Agent,0,1,112,58.8,0
BRW100233,54,Male,Rivers,Trading/Retail,6.6,41200,107,536400,29000,1,5.97,2,1,1,Urban,Mobile App,0,1,43,100.0,0
BRW100234,41,Female,Kaduna,Agriculture,1.5,25700,27,114100,36000,2,5.73,0,0,1,Rural,Bank Branch,0,0,75,73.6,0
BRW100235,52,Male,Rivers,Artisan/Repairs,2.6,39700,39,175800,67000,3,8.4,0,0,1,Urban,Bank Branch,0,1,60,66.6,0
BRW100236,49,Female,Oyo,Food & Provisions,0.9,27400,13,66000,45000,6,6.42,3,0,0,Rural,Mobile App,0,0,16,68.1,0
BRW100237,38,Male,Lagos,Transport/Logistics,6.8,54200,90,91500,108000,3,3.37,1,0,0,Urban,Cooperative (Esusu/Ajo),1,0,44,77.4,0
BRW100238,32,Male,Kaduna,Fashion & Tailoring,3.0,84300,54,59700,143000,12,4.08,2,1,1,Urban,POS Agent,0,1,72,40.9,0
BRW100239,48,Male,Osun,Food & Provisions,4.0,101700,68,102800,233000,6,7.03,1,0,1,Urban,Mobile App,1,1,47,91.0,0
BRW100240,24,Male,Oyo,Services (Salon/Barbing etc.),3.4,45000,51,184900,45000,6,4.49,1,0,1,Urban,Mobile App,0,1,38,49.8,1
BRW100241,46,Male,Osun,Food & Provisions,5.5,44500,79,382800,99000,2,9.41,0,0,1,Rural,Bank Branch,0,1,70,57.0,0
BRW100242,22,Male,Delta,Food & Provisions,1.5,18200,13,41300,27000,2,7.02,0,1,0,Rural,POS Agent,0,1,69,100.0,0
BRW100243,49,Male,Plateau,Trading/Retail,16.1,21900,275,922000,43000,3,7.67,1,0,0,Rural,POS Agent,0,1,21,80.0,0
BRW100244,48,Male,Delta,Food & Provisions,5.5,102200,86,104700,162000,3,9.49,1,0,1,Urban,Mobile App,0,1,57,62.2,0
BRW100245,22,Female,Osun,Services (Salon/Barbing etc.),6.0,53900,80,207700,92000,12,8.7,0,0,1,Rural,Bank Branch,1,1,49,43.5,0
BRW100246,54,Male,Enugu,Agriculture,4.3,90900,62,141500,207000,1,5.72,1,1,1,Urban,Bank Branch,0,1,54,88.5,0
BRW100247,37,Male,Kwara,Fashion & Tailoring,1.5,17400,26,131800,31000,9,4.64,1,0,1,Rural,POS Agent,1,1,11,64.4,0
BRW100248,55,Male,Lagos,Fashion & Tailoring,2.6,47000,41,200700,17000,6,9.69,1,0,1,Rural,POS Agent,0,0,19,83.5,0
BRW100249,19,Female,Osun,Food & Provisions,2.3,18900,30,44600,39000,9,9.64,1,0,1,Rural,POS Agent,0,0,22,76.9,0
BRW100250,26,Female,Lagos,Services (Salon/Barbing etc.),7.6,15000,124,705200,23000,6,5.3,0,1,1,Rural,POS Agent,1,1,56,87.8,0
BRW100251,41,Female,Rivers,Services (Salon/Barbing etc.),1.6,30000,29,106700,68000,6,7.78,0,0,1,Urban,POS Agent,0,1,6,68.5,0
BRW100252,27,Female,Abuja (FCT),Food & Provisions,3.6,133600,49,198400,52000,6,10.28,1,0,1,Rural,Bank Branch,1,1,56,62.0,0
BRW100253,33,Male,Oyo,Transport/Logistics,1.1,31500,13,32200,42000,2,3.04,1,0,1,Urban,POS Agent,0,1,27,83.9,0
BRW100254,49,Female,Lagos,Services (Salon/Barbing etc.),5.4,97600,79,214200,94000,6,3.51,1,0,1,Urban,Bank Branch,1,1,133,84.1,0
BRW100255,24,Male,Plateau,Services (Salon/Barbing etc.),1.9,42500,32,95800,20000,6,3.73,2,0,1,Urban,Mobile App,0,1,61,100.0,0
BRW100256,50,Female,Enugu,Transport/Logistics,5.8,96500,78,133200,206000,9,8.63,1,1,0,Urban,POS Agent,1,1,27,45.0,0
BRW100257,22,Male,Anambra,Agriculture,7.0,71300,110,476500,167000,2,3.79,0,1,0,Urban,Cooperative (Esusu/Ajo),0,1,43,70.3,0
BRW100258,26,Male,Kaduna,Food & Provisions,11.6,101200,191,561200,201000,9,11.5,0,0,1,Rural,POS Agent,1,0,20,60.8,0
BRW100259,46,Female,Abuja (FCT),Fashion & Tailoring,3.1,37700,50,162400,76000,2,6.96,1,0,1,Urban,POS Agent,0,1,35,52.8,0
BRW100260,56,Female,Kaduna,Artisan/Repairs,4.2,56800,55,213800,100000,1,6.07,0,0,0,Rural,Mobile App,0,1,89,49.3,1
BRW100261,26,Female,Enugu,Agriculture,3.4,52400,49,205200,47000,3,3.89,0,0,0,Rural,POS Agent,0,1,23,19.1,0
BRW100262,32,Male,Kano,Trading/Retail,2.6,198200,47,110100,308000,3,7.17,1,0,1,Urban,Bank Branch,0,1,53,40.9,0
BRW100263,62,Male,Kaduna,Electronics/Phone Accessories,6.5,80400,94,490000,175000,1,10.47,1,0,1,Urban,Mobile App,0,1,20,66.3,1
BRW100264,65,Male,Lagos,Trading/Retail,2.4,45300,32,67800,64000,9,7.67,3,0,0,Urban,Cooperative (Esusu/Ajo),1,1,138,50.2,0
BRW100265,45,Male,Oyo,Services (Salon/Barbing etc.),5.5,150000,76,256000,228000,2,4.51,1,1,1,Rural,Cooperative (Esusu/Ajo),1,0,41,89.5,0
BRW100266,39,Male,Ogun,Electronics/Phone Accessories,0.2,157000,7,9400,111000,1,4.55,0,0,1,Urban,Mobile App,1,0,13,52.2,0
BRW100267,34,Male,Abuja (FCT),Services (Salon/Barbing etc.),1.9,34400,36,73500,18000,12,6.46,0,1,1,Urban,Mobile App,1,1,23,32.8,0
BRW100268,47,Female,Kwara,Food & Provisions,6.6,57200,91,429000,32000,9,5.42,1,0,1,Urban,POS Agent,0,1,30,79.5,0
BRW100269,46,Male,Enugu,Transport/Logistics,3.5,39700,59,209100,75000,3,11.42,0,0,1,Rural,POS Agent,0,1,31,100.0,0
BRW100270,32,Female,Plateau,Artisan/Repairs,7.2,20600,94,219200,10000,1,8.34,0,0,1,Urban,POS Agent,0,1,82,92.7,0
BRW100271,19,Female,Ogun,Agriculture,3.6,54200,54,69200,83000,6,10.36,0,0,1,Rural,Cooperative (Esusu/Ajo),0,0,46,67.4,0
BRW100272,25,Female,Anambra,Food & Provisions,6.2,15000,90,429900,28000,1,5.35,3,0,1,Urban,POS Agent,0,1,18,78.5,1
BRW100273,64,Male,Delta,Food & Provisions,1.9,51200,20,63000,115000,3,8.58,1,1,1,Urban,POS Agent,0,1,28,36.0,1
BRW100274,38,Male,Rivers,Fashion & Tailoring,5.6,47600,77,439100,49000,6,3.34,1,0,1,Urban,POS Agent,0,1,69,80.1,0
BRW100275,41,Male,Ogun,Transport/Logistics,4.9,47300,81,283600,76000,12,11.52,1,1,1,Urban,Bank Branch,0,0,29,91.9,0
BRW100276,40,Female,Plateau,Food & Provisions,3.2,43600,43,97800,93000,2,9.54,0,0,1,Rural,POS Agent,0,0,11,53.6,1
BRW100277,55,Male,Anambra,Trading/Retail,6.3,38700,92,271200,60000,12,3.63,1,0,1,Rural,Cooperative (Esusu/Ajo),0,1,74,55.8,0
BRW100278,21,Male,Osun,Trading/Retail,7.0,19200,104,501400,10000,3,6.8,0,0,0,Urban,POS Agent,0,1,17,93.1,0
BRW100279,21,Female,Edo,Artisan/Repairs,5.9,22700,88,185200,53000,3,6.76,2,1,1,Urban,Mobile App,1,1,32,100.0,0
BRW100280,31,Female,Rivers,Transport/Logistics,6.5,47500,93,289000,48000,6,8.9,1,1,1,Urban,POS Agent,0,1,46,72.2,0
BRW100281,41,Female,Anambra,Services (Salon/Barbing etc.),4.9,47700,82,352600,39000,6,5.37,1,0,1,Urban,Bank Branch,0,1,66,55.1,0
BRW100282,50,Male,Ogun,Trading/Retail,1.3,78700,19,110300,147000,1,4.91,0,0,1,Urban,POS Agent,0,1,12,89.6,1
BRW100283,41,Female,Osun,Fashion & Tailoring,3.9,37700,72,426200,37000,3,7.26,0,1,0,Rural,POS Agent,1,0,123,70.5,0
BRW100284,39,Male,Kaduna,Food & Provisions,3.3,27200,51,88600,12000,3,5.51,1,1,1,Urban,POS Agent,0,1,43,67.7,0
BRW100285,63,Male,Anambra,Artisan/Repairs,4.5,41300,73,174800,24000,9,6.4,0,0,0,Rural,Mobile App,1,1,21,83.6,0
BRW100286,25,Female,Edo,Food & Provisions,7.1,15000,98,530000,21000,2,4.64,0,1,1,Urban,Mobile App,1,1,33,75.1,0
BRW100287,45,Female,Osun,Food & Provisions,6.0,54000,93,175900,111000,1,11.8,0,0,1,Rural,POS Agent,0,0,74,96.3,0
BRW100288,44,Male,Enugu,Electronics/Phone Accessories,5.8,67200,88,275100,105000,9,9.78,1,0,1,Urban,POS Agent,1,1,21,68.3,0
BRW100289,40,Male,Kwara,Trading/Retail,0.3,101300,4,5500,54000,1,5.27,1,1,0,Rural,Bank Branch,0,0,43,63.3,0
BRW100290,56,Male,Kano,Electronics/Phone Accessories,3.3,57100,52,242600,103000,3,7.56,0,1,1,Urban,Cooperative (Esusu/Ajo),0,0,79,85.3,0
BRW100291,30,Female,Plateau,Fashion & Tailoring,2.6,26400,38,110200,26000,6,5.16,0,1,1,Rural,POS Agent,1,0,17,88.5,0
BRW100292,63,Female,Rivers,Trading/Retail,5.3,33500,90,539700,50000,6,9.83,1,1,0,Urban,Mobile App,0,0,90,64.4,0
BRW100293,33,Male,Abuja (FCT),Transport/Logistics,8.3,44300,119,436800,97000,3,11.07,0,0,1,Rural,POS Agent,1,0,22,97.0,0
BRW100294,44,Male,Enugu,Agriculture,4.4,33300,64,207900,73000,2,7.58,2,0,1,Urban,POS Agent,1,1,13,64.8,0
BRW100295,42,Female,Delta,Artisan/Repairs,1.0,25700,13,36400,13000,6,9.8,1,1,1,Urban,Cooperative (Esusu/Ajo),1,1,112,69.4,0
BRW100296,58,Female,Kano,Services (Salon/Barbing etc.),3.6,35100,57,212500,18000,9,7.47,0,0,1,Urban,POS Agent,1,1,38,94.7,0
BRW100297,39,Male,Enugu,Food & Provisions,0.1,83500,4,14400,69000,6,6.43,1,0,1,Rural,Bank Branch,0,0,90,90.9,0
BRW100298,31,Female,Kano,Services (Salon/Barbing etc.),6.6,60100,97,233200,65000,3,8.23,0,1,1,Urban,POS Agent,0,1,62,43.4,0
BRW100299,19,Female,Enugu,Agriculture,2.5,78300,47,266600,40000,1,7.28,2,0,0,Urban,POS Agent,1,0,37,100.0,0
BRW100300,35,Male,Ogun,Fashion & Tailoring,7.6,31800,108,567600,71000,2,9.39,1,0,0,Urban,Bank Branch,0,1,21,100.0,0
BRW100301,57,Female,Rivers,Trading/Retail,7.7,104200,119,147900,196000,2,9.22,0,1,1,Urban,POS Agent,1,1,4,85.6,0
BRW100302,18,Female,Anambra,Artisan/Repairs,8.8,59300,133,314300,131000,6,11.77,0,1,1,Urban,Mobile App,1,1,36,61.5,0
BRW100303,61,Female,Oyo,Artisan/Repairs,2.5,61200,36,47900,121000,2,8.48,1,0,1,Urban,POS Agent,0,0,59,57.9,0
BRW100304,44,Female,Kano,Services (Salon/Barbing etc.),12.6,47500,199,656100,103000,6,11.15,1,1,1,Urban,Mobile App,0,1,39,65.4,0
BRW100305,24,Female,Lagos,Fashion & Tailoring,7.5,15000,129,640900,28000,1,8.56,1,1,0,Rural,POS Agent,1,0,68,55.6,1
BRW100306,32,Male,Kaduna,Services (Salon/Barbing etc.),2.6,104500,43,213000,215000,2,11.71,2,1,1,Urban,Mobile App,0,1,105,56.5,1
BRW100307,44,Male,Abuja (FCT),Artisan/Repairs,8.2,57900,133,674800,88000,9,3.01,0,1,0,Urban,Bank Branch,1,0,19,29.3,0
BRW100308,33,Female,Delta,Transport/Logistics,2.5,28000,46,96100,52000,3,8.57,3,1,1,Rural,Bank Branch,0,1,31,49.5,0
BRW100309,23,Male,Kano,Agriculture,4.7,153000,71,401600,127000,3,4.78,0,0,1,Urban,POS Agent,0,0,61,74.3,0
BRW100310,49,Male,Anambra,Services (Salon/Barbing etc.),5.6,49500,88,501300,47000,6,6.78,4,0,1,Urban,Cooperative (Esusu/Ajo),0,1,59,72.3,0
BRW100311,50,Male,Delta,Services (Salon/Barbing etc.),5.3,39900,73,169600,25000,6,9.77,1,1,1,Urban,Mobile App,1,0,37,52.8,0
BRW100312,23,Female,Oyo,Electronics/Phone Accessories,2.0,28600,28,81700,69000,6,9.22,0,1,1,Urban,POS Agent,1,1,91,71.3,0
BRW100313,31,Female,Kano,Fashion & Tailoring,8.6,34600,126,639500,75000,3,11.34,2,1,1,Urban,POS Agent,0,0,12,70.0,1
BRW100314,29,Female,Oyo,Transport/Logistics,6.8,20200,87,234500,10000,1,8.73,2,1,1,Rural,POS Agent,1,0,46,100.0,0
BRW100315,49,Female,Lagos,Trading/Retail,10.4,38300,158,408400,48000,6,11.73,1,0,1,Urban,Mobile App,0,0,13,65.5,0
BRW100316,53,Male,Oyo,Transport/Logistics,8.5,45700,110,423500,43000,1,8.68,2,1,0,Urban,Cooperative (Esusu/Ajo),1,0,37,71.4,1
BRW100317,52,Male,Enugu,Transport/Logistics,7.5,66400,102,524700,121000,9,3.14,1,1,1,Urban,Mobile App,1,1,57,67.6,0
BRW100318,63,Female,Kwara,Services (Salon/Barbing etc.),7.5,18000,101,179900,16000,3,4.98,1,0,1,Urban,Mobile App,0,1,53,40.1,0
BRW100319,54,Male,Plateau,Artisan/Repairs,5.6,31500,78,396800,27000,3,6.44,1,0,1,Urban,Bank Branch,0,1,77,71.6,0
BRW100320,33,Female,Edo,Electronics/Phone Accessories,3.4,24800,61,303100,47000,9,3.16,1,0,1,Urban,POS Agent,0,0,24,56.6,0
BRW100321,23,Female,Kaduna,Electronics/Phone Accessories,5.8,80600,79,447000,45000,2,10.13,0,0,1,Rural,Cooperative (Esusu/Ajo),0,1,97,69.0,0
BRW100322,47,Male,Osun,Agriculture,1.8,71000,21,36000,114000,2,5.65,2,0,1,Urban,POS Agent,0,1,20,73.6,0
BRW100323,61,Female,Plateau,Electronics/Phone Accessories,8.1,17100,118,514100,20000,3,11.12,0,0,0,Rural,Bank Branch,0,1,65,53.3,0
BRW100324,64,Male,Ogun,Trading/Retail,15.0,42100,215,987300,87000,2,8.63,0,0,1,Urban,Mobile App,0,1,106,65.2,0
BRW100325,29,Male,Lagos,Food & Provisions,6.0,105800,92,88300,58000,2,8.82,1,0,1,Urban,Mobile App,0,1,108,64.7,0
BRW100326,29,Male,Anambra,Electronics/Phone Accessories,2.8,73500,44,101200,109000,9,10.69,0,0,0,Urban,POS Agent,1,0,59,88.2,0
BRW100327,19,Male,Anambra,Transport/Logistics,1.7,40500,25,136300,67000,2,6.3,0,0,1,Rural,Mobile App,0,0,41,85.1,0
BRW100328,24,Male,Edo,Electronics/Phone Accessories,3.3,62000,62,113300,50000,9,6.52,0,0,1,Urban,Cooperative (Esusu/Ajo),0,1,9,76.5,0
BRW100329,44,Female,Rivers,Transport/Logistics,7.6,76000,106,606400,88000,2,7.54,0,0,1,Urban,Cooperative (Esusu/Ajo),0,0,64,45.5,0
BRW100330,44,Male,Enugu,Artisan/Repairs,5.4,129200,93,309400,313000,2,5.25,1,1,0,Urban,POS Agent,0,1,33,65.7,0
BRW100331,35,Female,Kaduna,Transport/Logistics,4.7,38600,60,78000,57000,9,6.26,2,1,1,Urban,POS Agent,0,1,75,69.5,0
BRW100332,32,Female,Anambra,Electronics/Phone Accessories,3.6,103600,56,210000,130000,12,6.96,3,1,0,Rural,POS Agent,0,0,31,55.1,0
BRW100333,57,Male,Lagos,Trading/Retail,5.1,36200,102,228000,33000,6,3.52,0,0,1,Urban,Mobile App,1,1,15,83.9,0
BRW100334,40,Male,Enugu,Food & Provisions,1.0,35300,12,58500,28000,2,4.14,0,1,1,Urban,Cooperative (Esusu/Ajo),0,0,106,83.7,0
BRW100335,56,Female,Lagos,Artisan/Repairs,3.0,44300,50,59600,16000,2,10.96,0,1,1,Rural,POS Agent,1,0,6,62.6,0
BRW100336,64,Female,Kwara,Food & Provisions,2.8,53500,40,75100,126000,2,4.62,0,0,1,Urban,Bank Branch,0,1,33,48.9,1
BRW100337,33,Female,Edo,Electronics/Phone Accessories,2.9,74200,42,236600,80000,9,4.45,0,1,1,Rural,POS Agent,0,0,38,82.3,0
BRW100338,27,Male,Plateau,Transport/Logistics,6.7,46500,99,86300,39000,3,7.17,1,0,0,Urban,Mobile App,0,1,41,42.3,0
BRW100339,63,Female,Edo,Agriculture,0.9,37000,13,52100,91000,3,6.24,3,0,1,Urban,POS Agent,0,1,34,47.2,1
BRW100340,48,Female,Osun,Transport/Logistics,2.9,30600,44,187100,57000,3,5.19,0,0,1,Urban,Mobile App,1,1,43,72.1,0
BRW100341,31,Female,Rivers,Fashion & Tailoring,4.1,67900,52,223300,79000,9,7.66,0,0,1,Urban,Mobile App,0,1,41,93.8,0
BRW100342,47,Male,Lagos,Food & Provisions,3.5,50100,55,139900,56000,9,10.89,0,0,1,Rural,POS Agent,1,1,31,94.7,0
BRW100343,42,Female,Plateau,Trading/Retail,3.7,57700,53,116200,59000,1,9.71,2,0,1,Urban,POS Agent,0,0,65,80.9,1
BRW100344,61,Male,Edo,Services (Salon/Barbing etc.),0.9,60900,17,94900,32000,3,10.21,0,0,1,Urban,Mobile App,0,1,45,70.6,0
BRW100345,30,Female,Edo,Food & Provisions,5.0,105600,80,432800,151000,9,3.56,0,0,1,Urban,Cooperative (Esusu/Ajo),0,0,38,84.3,0
BRW100346,65,Female,Kaduna,Services (Salon/Barbing etc.),1.2,90700,19,70100,188000,6,11.09,2,1,1,Rural,Cooperative (Esusu/Ajo),0,0,23,79.0,0
BRW100347,62,Female,Kaduna,Food & Provisions,1.6,74000,18,107100,96000,2,3.73,0,0,1,Urban,Cooperative (Esusu/Ajo),0,0,52,60.3,0
BRW100348,26,Male,Edo,Electronics/Phone Accessories,6.7,45100,108,234700,33000,2,3.91,3,0,1,Urban,Cooperative (Esusu/Ajo),0,1,48,51.6,0
BRW100349,25,Female,Ogun,Fashion & Tailoring,4.1,24300,57,206000,47000,1,5.53,2,1,0,Urban,Bank Branch,0,0,42,39.6,1
BRW100350,43,Male,Kano,Trading/Retail,2.5,37600,31,173200,41000,12,6.04,2,0,1,Urban,Mobile App,0,0,33,100.0,1
BRW100351,20,Male,Kaduna,Food & Provisions,12.7,46600,206,407800,36000,6,11.87,1,0,1,Urban,POS Agent,1,1,20,43.8,0
BRW100352,32,Female,Ogun,Trading/Retail,3.0,33700,40,116700,65000,2,11.09,0,0,1,Urban,Bank Branch,0,1,13,87.4,1
BRW100353,38,Female,Kwara,Services (Salon/Barbing etc.),1.6,66900,25,128700,129000,1,4.49,0,0,0,Urban,Mobile App,0,1,57,78.7,1
BRW100354,64,Male,Kaduna,Electronics/Phone Accessories,0.7,50900,11,63200,122000,12,10.78,1,0,1,Urban,POS Agent,0,1,9,81.8,0
BRW100355,65,Female,Anambra,Agriculture,7.5,29900,91,73300,41000,9,6.22,0,0,1,Rural,POS Agent,0,0,29,33.0,0
BRW100356,25,Male,Delta,Trading/Retail,6.3,103600,93,200500,119000,2,9.1,1,1,1,Urban,Mobile App,0,1,44,90.0,0
